FID,fstatus,akz,baujahr,fkt_faehig,bemerkung,oart,menge,rechts_w,hoch_w,land,gdb_geomattr_data,shape
wes.66517,2,,,3,Flachspiegelbrunnen Radweg Grünefel-Kienberg,440,0,360765,5837062,100000,,POINT (360764.6710999999 5837061.6261)
wes.66518,2,,,3,Kanal,410,0,378481,5837213,100000,,POINT (378480.6059999997 5837213.3741999995)
wes.66519,2,,,3,An der Kaianlage,410,0,327222,5837355,100000,,POINT (327221.6860999996 5837355.272600001)
wes.66520,2,,,3,offene Gewässer,410,0,380604,5837396,100000,,POINT (380603.75320000015 5837396.3597)
wes.66521,2,,,0,Angabe zur Funktion fehlt,420,0,414749,5837604,100000,,POINT (414749.0976 5837603.7228999995)
wes.66522,2,,,3,,410,0,323476,5837803,100000,,POINT (323475.5946000004 5837802.8532)
wes.66523,2,,,3,Nordufer Schloßsee Harnekop,420,0,432997,5838021,100000,,POINT (432996.9638 5838020.7434)
wes.66524,2,,,3,Trintsee ,410,0,328957,5838179,100000,,POINT (328957.21839999966 5838178.914999999)
wes.66525,2,,,3,,414,0,335068,5838400,100000,,POINT (335068.3512000004 5838399.533600001)
wes.66526,2,,,3,Havelufer Grütz,410,0,315764,5838414,100000,,POINT (315763.5388000002 5838413.894099999)
wes.66527,2,,,3,offene Gewässer,420,0,391068,5839378,100000,,POINT (391068.04509999976 5839378.0929000005)
wes.66528,2,,,3,Tiefbrunnen mit Tauchpumpe,410,0,364029,5839399,100000,,POINT (364028.73390000034 5839398.875600001)
wes.66529,2,,,3,Badestelle Lochower See,410,0,327486,5840304,100000,,POINT (327486.4282999998 5840304.206700001)
wes.66530,2,,,3,Löschteich,470,0,368071,5840576,100000,,POINT (368070.7479999997 5840575.699100001)
wes.66531,2,,,3,Feuerlöschteisch Golfplatz Kallin,410,0,362743,5840797,100000,,POINT (362742.7126000002 5840797.057)
wes.66532,2,,,3,Flachspiegelbrunnen Grünefelder Weg,440,0,361754,5840864,100000,,POINT (361753.9210000001 5840864.2304)
wes.66533,2,,,0,Angabe zur Funktion fehlt,420,0,413251,5840933,100000,,POINT (413250.7757000001 5840933.4167)
wes.66534,2,,,3,GHHK Görner Pumpwerk,410,0,329737,5841319,100000,,POINT (329736.7372000003 5841319.051899999)
wes.66535,2,,,3,FLB in Ortslage Elslaake,410,0,322778,5841674,100000,,POINT (322777.71270000003 5841674.295600001)
wes.66536,2,,,3,Hydrant,450,0,382451,5842281,100000,,POINT (382451.09640000015 5842281.4048999995)
wes.66537,2,,,3,FSB Betriebsobjekt Agrargen. Hohennauen,440,0,319467,5842832,100000,,POINT (319467.0334999999 5842832.135)
wes.66538,2,,,3,Flachspiegelbrunnen ,440,0,323512,5843044,100000,,POINT (323512.4422000004 5843044.210000001)
wes.66539,2,,,3,Feuerlöschteich Badestelle Tietzow,470,0,360536,5843197,100000,,POINT (360535.9972000001 5843197.0616999995)
wes.66540,2,,,3,,410,0,328112,5843775,100000,,POINT (328111.51410000026 5843775.271400001)
wes.66541,2,,,1,Teich verlandet,470,0,360668,5844339,100000,,POINT (360667.7483999999 5844338.8906)
wes.66542,2,,,2,Elskavelgraben/ kleiner Havelländischer Hauptkanal mit schwankenden Wasserständen,410,0,344614,5844606,100000,,POINT (344613.7790000001 5844606.2677)
wes.66543,2,,,3,Flachspiegelbrunnen,440,0,383192,5845157,100000,,POINT (383192.49619999994 5845156.896199999)
wes.66544,2,,,3,Angabe zur Funktion fehlt,410,0,398260,5845160,100000,,POINT (398260.4944000002 5845159.955700001)
wes.66545,2,,,3,,410,0,341128,5845312,100000,,POINT (341128.00650000013 5845312.2469999995)
wes.66546,2,,,3,,410,0,328597,5845423,100000,,POINT (328596.87490000017 5845422.5561999995)
wes.66547,2,,,3,,410,0,329906,5845518,100000,,POINT (329905.87799999956 5845518.1576000005)
wes.66548,2,,,3,FSB in Ortslage Prietzen,440,0,316987,5845860,100000,,POINT (316987.1934000002 5845860.3401)
wes.66549,2,,,3,,440,0,344937,5846070,100000,,POINT (344937.35280000046 5846069.7039)
wes.66550,2,,,3,Kanal,410,0,371226,5846205,100000,,POINT (371225.6130999997 5846204.9311)
wes.66551,2,,,3,FSB Nähe Gut Glewe,440,0,319283,5846526,100000,,POINT (319282.76379999984 5846525.748199999)
wes.66552,2,,,3,Hydrant,450,0,386836,5846587,100000,,POINT (386835.5314999996 5846587.472200001)
wes.66553,2,,,3,,410,0,336173,5846661,100000,,POINT (336173.2823000001 5846660.7776999995)
wes.66554,2,,,3,,414,0,326860,5846700,100000,,POINT (326859.5039999997 5846700.3050999995)
wes.66555,2,,,3,See,410,0,383919,5847312,100000,,POINT (383919.0521 5847312.079700001)
wes.66556,2,,,3,FSB Abzweig nach Prietzen,440,0,320143,5847572,100000,,POINT (320142.86679999996 5847571.7272)
wes.66557,2,,,3,Kanal,410,0,368619,5848228,100000,,POINT (368619.45299999975 5848228.249600001)
wes.66558,2,,,0,Angabe zur Funktion fehlt,480,106,416365,5848514,100000,,POINT (416365.3717 5848514.4213)
wes.66559,2,,,3,,440,0,343298,5848518,100000,,POINT (343297.65160000045 5848518.2820999995)
wes.66560,2,,,3,Kanal,410,0,376148,5849313,100000,,POINT (376147.6593000004 5849313.082800001)
wes.66561,2,,,3,Saugstelle,410,0,383999,5849510,100000,,POINT (383998.5706000002 5849509.6348)
wes.66562,2,,,3,Kanal,410,0,384066,5849604,100000,,POINT (384066.26690000016 5849604.146600001)
wes.66563,2,,,2,offenes Gewässer,410,0,331962,5850183,100000,,POINT (331961.7785 5850183.3884)
wes.66564,2,,,2,offenes Gewässer Brfücke Pölitzbrück,410,0,407564,5850202,100000,,POINT (407564.38269999996 5850201.6634)
wes.66565,2,,,3,Kanal,410,0,384444,5850312,100000,,POINT (384444.05700000003 5850311.873400001)
wes.66566,2,,,3,,410,0,337944,5850342,100000,,POINT (337943.74590000045 5850342.349099999)
wes.66567,2,,,3,Kanal,410,0,384563,5850504,100000,,POINT (384563.0533999996 5850504.233999999)
wes.66568,2,,,3,offenes Gewässer,410,0,330581,5850685,100000,,POINT (330580.67339999974 5850684.748500001)
wes.66569,2,,,3,Flachspiegelbrunnen,440,0,386188,5850728,100000,,POINT (386188.18099999987 5850727.511299999)
wes.66570,2,,,3,,410,0,338510,5850916,100000,,POINT (338510.00009999983 5850915.9573)
wes.66571,2,,,3,Flachspiegelbrunnen,440,0,381092,5851075,100000,,POINT (381092.3694000002 5851074.9362)
wes.66572,2,,,3,Gewässer/See,420,0,390637,5851112,100000,,POINT (390637.1786000002 5851111.940400001)
wes.66573,2,,,3,Kanal,410,0,385632,5851535,100000,,POINT (385632.3870000001 5851535.106899999)
wes.66574,2,,,3,Flachspiegelbrunnen,440,0,380392,5851599,100000,,POINT (380391.98890000023 5851599.496099999)
wes.66575,2,,,3,Samithsee Nordufer,410,0,410653,5851725,100000,,POINT (410653.34169999976 5851724.5142)
wes.66576,2,,,3,Kalkofenbrück,410,0,415147,5851860,100000,,POINT (415147.23000000045 5851860.497099999)
wes.66577,2,,,3,Spechthausen,410,0,417583,5851997,100000,,POINT (417582.67729999963 5851996.5878)
wes.66578,2,,,3,Flachspiegelbrunnen,440,0,383667,5852020,100000,,POINT (383666.8766000001 5852020.091700001)
wes.66579,2,,,3,,440,0,334089,5852149,100000,,POINT (334088.9079999998 5852149.199100001)
wes.66580,2,,,3,Schwärzesee Westufer (Bootssteg),410,0,413463,5852161,100000,,POINT (413463.22229999956 5852161.0776)
wes.66581,2,,,3,,420,0,409587,5852229,100000,,POINT (409587.4740000004 5852228.9953000005)
wes.66582,2,,,3,Hydrant,450,0,386898,5852823,100000,,POINT (386898.23670000024 5852823.352299999)
wes.66583,2,,,3,Flachspiegelbrunnen,440,0,396934,5852975,100000,,POINT (396933.7134999996 5852975.2333)
wes.66584,2,,,3,Beetzer See,410,0,366746,5853528,100000,,POINT (366746.4160000002 5853527.9191)
wes.66585,2,,,3,,420,0,411378,5853615,100000,,POINT (411377.98259999976 5853614.507999999)
wes.66586,2,,,3,Kanal,410,0,387962,5853657,100000,,POINT (387962.36950000003 5853657.4145)
wes.66587,2,,,3,Graben,410,0,387503,5853749,100000,,POINT (387503.07600000035 5853749.0174)
wes.66588,2,,,0,Angabe zur Funktion fehlt,420,0,408993,5854009,100000,,POINT (408992.6040000003 5854009.486199999)
wes.66589,2,,,3,Flachspiegelbrunnen,440,0,383276,5854169,100000,,POINT (383275.8086000001 5854169.109999999)
wes.66590,2,,,3,Flachspiegelbrunnen,440,0,385869,5854265,100000,,POINT (385869.3761999998 5854265.168)
wes.66591,2,,,3,Flachspiegelbrunnen,440,0,391025,5854549,100000,,POINT (391025.1841000002 5854548.657500001)
wes.66592,2,,,3,Flachspiegelbrunnen,440,0,387650,5855534,100000,,POINT (387649.7708999999 5855533.8696)
wes.66593,2,,,3,Kanal,410,0,392569,5855801,100000,,POINT (392568.55009999964 5855801.113399999)
wes.66594,2,,,3,Tiefbrunnen,440,0,382300,5856048,100000,,POINT (382299.7608000003 5856047.8456)
wes.66595,2,,,0,Angabe zur Funktion fehlt,410,0,400989,5856166,100000,,POINT (400989.23199999984 5856165.648499999)
wes.66596,2,,,3,Kanal,410,0,399935,5856194,100000,,POINT (399935.19049999956 5856194.378799999)
wes.66597,2,,,3,,410,0,427016,5856560,100000,,POINT (427015.89130000025 5856560.1141)
wes.66598,2,,,3,Oder-Havel-Kanal; ohne Beschilderung,410,0,420954,5856843,100000,,POINT (420954.0075000003 5856842.872099999)
wes.66599,2,,,3,,410,0,425693,5856882,100000,,POINT (425693.03170000017 5856882.444700001)
wes.66600,2,,,3,Hydrant,450,0,394193,5856949,100000,,POINT (394193.4363000002 5856948.5572)
wes.66601,2,,,3,Ragöse Neuehütte; ohne Beschilderung,410,0,422828,5858284,100000,,POINT (422828.0619000001 5858284.1964)
wes.66602,2,,,3,Kanal,410,0,393227,5858421,100000,,POINT (393227.1966000004 5858420.9431)
wes.66603,2,,,3,,410,0,423901,5859915,100000,,POINT (423901.02469999995 5859915.023800001)
wes.66604,2,,,3,,410,0,425414,5861178,100000,,POINT (425414.45689999964 5861177.999)
wes.66605,3,108413000074,2013,3,,410,0,368720,5861269,100000,,POINT (368719.5850999998 5861269.3555)
wes.66606,2,,,3,See,420,0,382603,5862520,100000,,POINT (382602.7226 5862520.245999999)
wes.66607,2,,,3,,410,0,429518,5863739,100000,,POINT (429517.5098000001 5863739.2675)
wes.66608,2,,,3,Temnitz,420,0,342305,5866192,100000,,POINT (342305.42420000024 5866192.306399999)
wes.66609,2,,,3,,410,0,418565,5866336,100000,,POINT (418564.9737 5866336.435799999)
wes.66610,2,,,3,offenes Gewässer,410,0,328400,5866707,100000,,POINT (328399.63879999984 5866707.2826000005)
wes.66611,2,,,3,,410,0,367574,5867028,100000,,POINT (367573.88430000003 5867027.6117)
wes.66612,2,,,3,,440,0,334785,5867358,100000,,POINT (334784.8850999996 5867357.6317)
wes.66613,2,,,3,Havel,410,0,390992,5867504,100000,,POINT (390991.5750000002 5867504.1645)
wes.66614,2,,,3,,410,0,414165,5867797,100000,,POINT (414164.7034 5867796.552100001)
wes.66615,2,,,3,,410,0,418866,5868962,100000,,POINT (418865.6023000004 5868961.5679)
wes.66616,2,,,3,,410,0,416906,5869302,100000,,POINT (416906.1479000002 5869302.4593)
wes.66617,2,,,3,,470,150,299533,5869369,100000,,POINT (299533.38719999976 5869369.3334)
wes.66618,2,,,3,Brunnen,440,0,394935,5869492,100000,,POINT (394934.91530000046 5869492.2782000005)
wes.66619,2,,,3,Brunnen,430,0,394792,5869574,100000,,POINT (394792.30759999994 5869574.407299999)
wes.66620,2,,,3,Brunnen,430,0,395032,5869580,100000,,POINT (395031.59860000014 5869580.4054000005)
wes.66621,2,,,3,,470,150,297908,5869595,100000,,POINT (297908.28000000026 5869594.713199999)
wes.66622,2,,,3,Brunnen,430,0,395223,5869813,100000,,POINT (395222.6634999998 5869813.468599999)
wes.66623,2,,,3,Döllnfließ - Obf. Brücke,440,0,395353,5869857,100000,,POINT (395353.3086000001 5869856.6852)
wes.66624,2,,,3,offfenes Gewässer- Schleuse Alt Ruppin,410,0,354522,5870110,100000,,POINT (354521.72780000046 5870109.8839)
wes.66625,2,,,3,,410,0,333203,5870255,100000,,POINT (333203.35419999994 5870254.6416)
wes.66626,2,,,3,Döllenfließbrücke,420,0,395180,5870526,100000,,POINT (395180.3251 5870525.557399999)
wes.66627,2,,,3,"Temnitz, Neubrück",420,0,341035,5870596,100000,,POINT (341035.23330000043 5870595.752900001)
wes.66628,2,,,3,,410,0,361776,5870839,100000,,POINT (361775.84509999957 5870838.7798999995)
wes.66629,2,,,3,Kleiner Lotzin See,420,0,399922,5870882,100000,,POINT (399921.89269999973 5870882.389900001)
wes.66630,2,,,3,Eisergraben,440,0,392593,5871308,100000,,POINT (392593.26269999985 5871307.5649999995)
wes.66631,2,,,3,Brunnen,440,0,391291,5871652,100000,,POINT (391290.84499999974 5871651.7272)
wes.66632,2,,,3,offenes Gewässer,410,0,363736,5871676,100000,,POINT (363735.92370000016 5871676.0875)
wes.66633,2,,,3,,410,0,333262,5871703,100000,,POINT (333262.4769000001 5871703.146600001)
wes.66634,2,,,3,offenes Gewässer,410,0,353951,5871911,100000,,POINT (353950.8633000003 5871910.954399999)
wes.66635,2,,,3,Dölschsee,410,0,372679,5871997,100000,,POINT (372678.84410000034 5871997.499399999)
wes.66636,2,108411000002,,3,"Temnitz, Altbrück",420,0,339967,5872135,100000,,POINT (339966.7189999996 5872135.256999999)
wes.66637,2,,,3,"Brunnen, Sankt Jürgen",440,0,343374,5872159,100000,,POINT (343374.37409999967 5872159.122099999)
wes.66638,2,,,3,,410,0,400890,5872336,100000,,POINT (400890.38879999984 5872335.729599999)
wes.66639,2,,,3,"offenes Gewässer, Seeufer",410,0,328074,5872501,100000,,POINT (328074.4642000003 5872501.3024)
wes.66640,3,108008000343,2009,3,Löschwasserteich,470,0,290309,5872696,100000,,POINT (290308.62870000023 5872696.2368)
wes.66641,2,,,3,Brunnen,440,0,397810,5872799,100000,,POINT (397809.6819000002 5872798.9344999995)
wes.66642,2,,,3,,410,0,399762,5872963,100000,,POINT (399761.9559000004 5872962.7696)
wes.66643,2,,,3,,410,0,418768,5873025,100000,,POINT (418767.90720000025 5873025.3484000005)
wes.66644,2,,,3,Brunnen,410,0,397776,5873170,100000,,POINT (397775.94049999956 5873170.0899)
wes.66645,2,,,3,Kanal,420,0,358954,5873189,100000,,POINT (358954.24899999984 5873188.5142)
wes.66646,2,,,3,"leicht versetzt, muß ans Seeufer(Obersee)",410,0,327439,5873432,100000,,POINT (327438.8957000002 5873432.484200001)
wes.66647,2,,,3,Brunnen,430,0,339028,5873475,100000,,POINT (339028.2856999999 5873475.125399999)
wes.66648,3,108008000343,2009,3,Löschwasserteich,470,0,290822,5873538,100000,,POINT (290821.7818 5873537.7162)
wes.66649,2,,,3,Katerbower See,410,0,342936,5873554,100000,,POINT (342935.71999999974 5873553.5265)
wes.66650,2,,,3,,420,0,359037,5873603,100000,,POINT (359037.01889999956 5873603.1294)
wes.66651,2,,,3,Brunnen,440,0,397877,5873676,100000,,POINT (397877.1645999998 5873676.2107)
wes.66652,2,,,3,,410,0,331164,5874038,100000,,POINT (331163.6227000002 5874038.4914)
wes.66653,2,,,3,"Brunnen, Baumschule",430,0,346379,5874284,100000,,POINT (346379.18200000003 5874284.3201)
wes.66654,2,,,3,offenes Gewässer,410,0,357642,5874960,100000,,POINT (357641.56340000033 5874960.3454)
wes.66655,2,,,3,See Eichlerstich,420,0,388434,5875032,100000,,POINT (388433.75739999954 5875032.0154)
wes.66656,2,,,3,,410,0,420650,5875353,100000,,POINT (420650.2252000002 5875352.7729)
wes.66657,2,,,3,offenes Gewässer,410,0,353795,5875439,100000,,POINT (353795.06790000014 5875439.1371)
wes.66658,2,,,3,,470,0,398101,5875989,100000,,POINT (398100.8881000001 5875989.1962)
wes.66659,2,,,3,offenes Gewässer,410,0,355498,5876223,100000,,POINT (355497.6858999999 5876223.0933)
wes.66660,2,,,3,,410,0,403738,5876243,100000,,POINT (403738.1518000001 5876242.5529)
wes.66661,2,,,3,"Brunnen, Horst",440,0,335417,5876389,100000,,POINT (335416.77550000045 5876388.532199999)
wes.66662,2,,,3,,420,0,342592,5876440,100000,,POINT (342591.7455000002 5876439.624299999)
wes.66663,2,,,3,offenes Gewässer,410,0,354573,5876593,100000,,POINT (354572.9082000004 5876592.6304)
wes.66664,2,,,3,offenes Gewässer,410,0,353198,5876694,100000,,POINT (353198.3959999997 5876693.9044)
wes.66665,2,,,3,offenes Gewässer,410,0,333129,5877069,100000,,POINT (333129.4508999996 5877068.5272)
wes.66666,2,,,3,Brunnen,450,0,338273,5877095,100000,,POINT (338272.9583999999 5877094.971100001)
wes.66667,2,,,3,Brunnen,450,0,391446,5877307,100000,,POINT (391446.05539999995 5877306.784399999)
wes.66668,2,,,3,Brunnen,430,0,391552,5877324,100000,,POINT (391552.04839999974 5877323.778899999)
wes.66669,2,,,2,Zugang fraglich,470,0,394205,5877684,100000,,POINT (394204.7675000001 5877683.630899999)
wes.66670,2,,,3,Kunsterteich,420,0,350005,5877790,100000,,POINT (350004.8030000003 5877790.4716)
wes.66671,2,,,3,,410,0,393321,5878103,100000,,POINT (393320.68680000026 5878103.1152)
wes.66672,2,,,2,,410,0,294277,5878360,100000,,POINT (294277.1727 5878359.5441)
wes.66673,2,,,3,,420,0,346693,5878446,100000,,POINT (346692.88630000036 5878446.4838)
wes.66674,2,,,3,,410,0,359632,5878901,100000,,POINT (359632.4031999996 5878900.924000001)
wes.66675,3,108008000171,2009,3,Flachspiegelbrunnen,440,0,289397,5878908,100000,,POINT (289397.0003000004 5878907.9969999995)
wes.66676,2,,,3,,440,0,407039,5878974,100000,,POINT (407038.87040000036 5878974.1492)
wes.66677,2,,,3,Anlegestelle Hafen,410,0,385974,5879047,100000,,POINT (385973.90050000045 5879046.5019000005)
wes.66678,2,,,2,freischneiden vor Ort,410,0,402442,5879159,100000,,POINT (402441.95610000007 5879158.9077)
wes.66679,3,108008000171,2009,3,Flachspiegelbrunnen,440,0,290693,5879276,100000,,POINT (290693.0011 5879275.997300001)
wes.66680,2,,,3,Zisterne,480,60,343447,5879298,100000,,POINT (343446.95990000013 5879297.9058)
wes.66681,2,,,3,,410,0,443222,5879395,100000,,POINT (443221.7455000002 5879395.3226)
wes.66682,2,,,3,off.Gewässer(Fluß),410,0,285918,5879501,100000,,POINT (285917.90809999965 5879501.009299999)
wes.66683,2,,,3,,410,0,403110,5879699,100000,,POINT (403110 5879699)
wes.66684,2,,,2,Graben,420,0,373316,5879702,100000,,POINT (373316.01269999985 5879702.0734)
wes.66685,2,,,3,,410,60,346066,5880067,100000,,POINT (346065.78809999954 5880066.8103)
wes.66686,2,,,3,Wentowsee Ringsleben,410,0,381876,5880115,100000,,POINT (381875.50299999956 5880115.3423999995)
wes.66687,2,,,3,,410,0,329431,5880296,100000,,POINT (329430.5055999998 5880296.065199999)
wes.66688,2,,,3,Kalksee,410,0,351469,5880432,100000,,POINT (351468.5318999998 5880431.5985)
wes.66689,2,,,3,Teich mit Standrohr,410,0,286529,5880883,100000,,POINT (286528.9983000001 5880882.973099999)
wes.66690,2,,,3,Hydrant,450,0,348660,5881488,100000,,POINT (348660.4304999998 5881487.9571)
wes.66691,2,,,3,,410,0,330258,5881657,100000,,POINT (330257.9283999996 5881656.957900001)
wes.66692,2,,,3,,410,0,392280,5881793,100000,,POINT (392280 5881793)
wes.66693,2,,,3,,410,0,401937,5882017,100000,,POINT (401937 5882017)
wes.66694,2,,,3,Badestelle Seilershof,410,0,377756,5882200,100000,,POINT (377756.12009999994 5882200.1371)
wes.66695,2,,,3,Kreuz Meussler Eck,410,0,389793,5882270,100000,,POINT (389792.8446000004 5882269.8806)
wes.66696,2,,,3,,410,0,336191,5882561,100000,,POINT (336191.4205 5882560.590600001)
wes.66697,2,,,3,Wentowsee Dannenwalde,410,0,379817,5882700,100000,,POINT (379816.87849999964 5882700.2094)
wes.66698,2,,,3,,410,0,393804,5883257,100000,,POINT (393803.97479999997 5883256.827099999)
wes.66699,2,,,3,Zisterne,480,60,347393,5883334,100000,,POINT (347392.5926999999 5883334.465)
wes.66700,2,,,2,Bach,410,0,365347,5883499,100000,,POINT (365347.27979999967 5883499.330600001)
wes.66701,2,,,3,Saugstelle (Bundesforst),410,0,285676,5883601,100000,,POINT (285675.82859999966 5883601.2259)
wes.66702,2,,,3,,410,0,378139,5883625,100000,,POINT (378138.7494000001 5883625.108200001)
wes.66703,2,,,3,,410,0,337724,5883769,100000,,POINT (337723.9338999996 5883769.021600001)
wes.66704,2,,,3,Kölschsee,410,0,378286,5883775,100000,,POINT (378285.7675999999 5883774.728499999)
wes.66705,2,,,3,,450,0,397022,5883933,100000,,POINT (397021.6303000003 5883932.533399999)
wes.66706,2,,,3,,410,0,403580,5884086,100000,,POINT (403580 5884086)
wes.66707,2,,,3,Zaarenschleuse,410,0,388767,5884325,100000,,POINT (388766.57859999966 5884324.670499999)
wes.66708,2,,,3,Polzowkanal,410,0,375785,5884556,100000,,POINT (375784.7564000003 5884556.2903)
wes.66709,2,,,3,,470,150,334090,5884586,100000,,POINT (334090.2022000002 5884585.5989)
wes.66710,2,,,3,,410,0,395723,5884624,100000,,POINT (395723 5884624)
wes.66711,2,,,3,,410,0,336845,5885021,100000,,POINT (336844.6490000002 5885021.0846)
wes.66712,2,,,3,,410,0,391626,5885171,100000,,POINT (391625.7344000004 5885171.0298)
wes.66713,2,,,2,Kanal,410,0,372922,5885274,100000,,POINT (372922.1573000001 5885274.142100001)
wes.66714,2,,,3,,410,0,390004,5885309,100000,,POINT (390004.3272000002 5885309.3243)
wes.66715,2,,,2,Grenzbeeke,410,0,380769,5885626,100000,,POINT (380769.0058000004 5885626.134199999)
wes.66716,2,,,3,,410,0,453662,5885785,100000,,POINT (453661.5557000004 5885785.3741)
wes.66717,2,,,3,Badestelle Haussee,410,0,385609,5885891,100000,,POINT (385608.79470000044 5885890.5944)
wes.66718,2,,,3,,410,0,392189,5885987,100000,,POINT (392188.6300999997 5885986.510600001)
wes.66719,2,,,3,,410,0,392403,5886093,100000,,POINT (392402.51300000027 5886093.452099999)
wes.66720,2,,,3,,410,0,395909,5886255,100000,,POINT (395909 5886255)
wes.66721,2,,,3,"Wegeplatten bis ins Wasser, Zaarsee unendlich",410,0,405418,5886282,100000,,POINT (405418.48330000043 5886281.5799)
wes.66722,2,,,3,,410,0,339092,5886450,100000,,POINT (339091.79559999984 5886450.052200001)
wes.66723,2,,,1,Zisterne,480,0,374627,5886481,100000,,POINT (374626.5047000004 5886480.8377)
wes.66724,2,,,3,,410,0,337182,5886556,100000,,POINT (337182.15029999986 5886556.171499999)
wes.66725,2,,,3,Roofensee Rev. Steden,410,0,368542,5886741,100000,,POINT (368542.39910000004 5886741.375399999)
wes.66726,2,,,3,,470,200,337639,5886948,100000,,POINT (337639.41029999964 5886948.1086)
wes.66727,2,,,3,off.Gewässer(Fluß),410,0,290553,5887094,100000,,POINT (290552.9983999999 5887093.9958999995)
wes.66728,2,,,3,,410,0,456422,5887122,100000,,POINT (456422.4474999998 5887122.2016)
wes.66729,2,,,3,,410,0,424349,5887250,100000,,POINT (424349 5887250)
wes.66730,2,,,3,Brücke Gramzowsee Fließ,410,0,375807,5887340,100000,,POINT (375806.77639999986 5887339.6174)
wes.66731,2,,,3,,410,0,336540,5887405,100000,,POINT (336539.80900000036 5887405.3685)
wes.66732,2,,,3,,410,0,273240,5887748,100000,,POINT (273240.4293999998 5887747.863)
wes.66733,2,,,3,,410,0,402936,5887899,100000,,POINT (402936 5887899)
wes.66734,2,,,3,Splitterbach,410,0,337226,5888048,100000,,POINT (337225.6989000002 5888047.709899999)
wes.66735,2,,,3,Globsowsee,410,0,373989,5888215,100000,,POINT (373988.90749999974 5888214.746200001)
wes.66736,2,,,3,Havel Qualzow,410,0,385865,5888455,100000,,POINT (385864.64859999996 5888454.7820999995)
wes.66737,2,,,3,,410,0,335179,5888690,100000,,POINT (335178.9162999997 5888690.051200001)
wes.66738,2,,,3,,410,0,394326,5888729,100000,,POINT (394326.37320000026 5888728.6099)
wes.66739,2,,,3,,410,0,273159,5888876,100000,,POINT (273159.33690000046 5888875.5274)
wes.66740,2,,,3,,410,0,401656,5888917,100000,,POINT (401656 5888917)
wes.66741,2,,,3,Havel,410,0,384743,5889022,100000,,POINT (384743.3733000001 5889021.714400001)
wes.66742,2,,,3,Havel,410,0,385100,5889083,100000,,POINT (385100.1934000002 5889083.3572)
wes.66743,2,,,3,,410,0,398568,5889487,100000,,POINT (398568 5889487)
wes.66744,3,108010000387,2010,3,Instandsetzung einer Löschwasserentnahme,410,0,388086,5889606,100000,,POINT (388086.0854000002 5889606.059599999)
wes.66745,2,,,3,,410,0,391859,5889691,100000,,POINT (391859.4422000004 5889690.7775)
wes.66746,2,,,3,,450,0,392444,5889800,100000,,POINT (392443.73890000023 5889799.5845)
wes.66747,2,,,3,,410,0,337966,5889855,100000,,POINT (337966.0245000003 5889854.975400001)
wes.66748,2,,,3,,410,0,342165,5889994,100000,,POINT (342164.87739999965 5889994.249399999)
wes.66749,2,,,3,,410,0,338499,5890040,100000,,POINT (338499.4944000002 5890040.056700001)
wes.66750,2,,,3,,410,0,334188,5890084,100000,,POINT (334188.18649999984 5890083.6053)
wes.66751,2,,,3,,410,0,271850,5890389,100000,,POINT (271850.39219999965 5890388.5419)
wes.66752,2,,,3,,410,0,268249,5890444,100000,,POINT (268248.57359999977 5890443.6654)
wes.66753,2,,,3,,410,0,406012,5890467,100000,,POINT (406011.6341000004 5890466.7542)
wes.66754,2,,,3,,410,0,410756,5890503,100000,,POINT (410756 5890503)
wes.66755,2,,,3,Gewässer Str. nach Hahnshof,410,0,383373,5890566,100000,,POINT (383372.82070000004 5890565.6546)
wes.66756,2,,,3,Zisterne OL Zootzen,480,0,380528,5890779,100000,,POINT (380527.6333999997 5890779.2009)
wes.66757,2,,,3,Fischerei Stechlin,410,0,368908,5890801,100000,,POINT (368908.1771999998 5890801.2533)
wes.66758,2,,,3,,410,0,404678,5890950,100000,,POINT (404678.11290000007 5890949.6098)
wes.66759,2,,,3,Wanderstützpunkt Dagowsee,410,0,369577,5890954,100000,,POINT (369577.03199999966 5890953.665100001)
wes.66760,2,,,3,,410,0,407770,5891161,100000,,POINT (407770.1405999996 5891160.9998)
wes.66761,2,,,2,Bau von 2 weiteren Stellplätzen für Wehren  notwen,410,0,397016,5891239,100000,,POINT (397016.46499999985 5891238.5868)
wes.66762,2,,,2,"freischneiden, Wendeschleife ausbauen",410,0,406255,5891369,100000,,POINT (406255.06259999983 5891368.581599999)
wes.66763,2,,,3,Zufahrt muss zur LWE muss ausgebaut werden,410,0,360433,5891463,100000,,POINT (360432.67590000015 5891462.510199999)
wes.66764,2,,,3,offenes Gewässer,410,0,413848,5891641,100000,,POINT (413848 5891641)
wes.66765,2,,,3,,410,0,260776,5891660,100000,,POINT (260776.02500000037 5891660.023800001)
wes.66766,2,,,3,offenes gewässer,410,0,416206,5891792,100000,,POINT (416206.46270000003 5891791.808700001)
wes.66767,2,,,3,,410,0,269333,5891846,100000,,POINT (269332.8772999998 5891845.603800001)
wes.66768,2,,,3,,410,0,311869,5891937,100000,,POINT (311869.44070000015 5891936.713400001)
wes.66769,2,,,3,,410,0,311335,5891995,100000,,POINT (311335.00710000005 5891994.772399999)
wes.66770,2,,,3,,410,0,311787,5892072,100000,,POINT (311786.89049999975 5892072.180299999)
wes.66771,2,,,3,,410,0,311622,5892074,100000,,POINT (311621.7901999997 5892074.297)
wes.66772,2,,,3,,410,0,387918,5892207,100000,,POINT (387918.0005000001 5892207)
