FID,fstatus,akz,baujahr,fkt_faehig,bemerkung,oart,menge,rechts_w,hoch_w,land,gdb_geomattr_data,shape
wes.67854,2,,,3,,430,,447038,5769492,100000,,POINT (447037.94400000013 5769492.0407)
wes.67855,2,,,3,,430,,447779,5770367,100000,,POINT (447778.69020000007 5770366.8761)
wes.67856,1,,,1,,470,,443845,5831880,100000,,POINT (443844.7726999996 5831879.983100001)
wes.67857,2,,,3,Naturteich ohne Saugrohr (Saugstelle endlich),420,0,388536,5745191,100000,,POINT (388536.05649999995 5745191.135600001)
wes.67858,2,,,3,,470,,440142,5776478,100000,,POINT (440141.79480000027 5776477.6655)
wes.67859,1,,,1,,430,,442480,5831131,100000,,POINT (442480.0267000003 5831130.927200001)
wes.67860,2,,,3,offenes Gewässer,410,,443167,5770847,100000,,POINT (443167.28670000006 5770846.961100001)
wes.67861,2,,,3,offenes Gewässer,410,,442635,5770893,100000,,POINT (442635.2218000004 5770892.892899999)
wes.67862,2,,,3,,440,,323280,5830448,100000,,POINT (323280.47979999986 5830447.9736)
wes.67863,1,,,0,,440,,322919,5833050,100000,,POINT (322918.9227999998 5833050.022500001)
wes.67864,2,,,3,,430,,436821,5774610,100000,,POINT (436821.4724000003 5774610.347200001)
wes.67865,1,,,0,,440,,323522,5833593,100000,,POINT (323521.5179000003 5833593.084100001)
wes.67866,1,,,0,,440,,323825,5834511,100000,,POINT (323824.99340000004 5834510.771)
wes.67867,1,,,0,,440,,321939,5833451,100000,,POINT (321938.79839999974 5833450.784499999)
wes.67868,1,,,0,,440,,322929,5831785,100000,,POINT (322928.95689999964 5831784.5940000005)
wes.67869,1,,,0,,440,,325241,5830446,100000,,POINT (325241.44099999964 5830445.9121)
wes.67870,2,,,3,offenes Gewässer,410,0,446902,5777045,100000,,POINT (446901.51159999985 5777044.5298)
wes.67871,1,,,0,,410,,446934,5777105,100000,,POINT (446933.5981999999 5777104.821599999)
wes.67872,2,,,2,"offenes Gewässer, Spree",410,,446934,5777105,100000,,POINT (446933.5357999997 5777104.943700001)
wes.67873,2,,,3,,470,,457949,5775645,100000,,POINT (457948.56259999983 5775645.386)
wes.67874,1,,,1,,400,,447394,5795242,100000,,POINT (447393.9874 5795242.339400001)
wes.67875,2,,,3,,430,,450457,5773652,100000,,POINT (450456.5223000003 5773651.7017)
wes.67876,2,,,3,,440,,449680,5773386,100000,,POINT (449679.8229 5773386.3079)
wes.67877,2,,,3,offenes Gewässer,420,0,449615,5773854,100000,,POINT (449615.4565000003 5773854.2535999995)
wes.67878,2,,,3,,430,,448495,5774622,100000,,POINT (448495.25850000046 5774621.6151)
wes.67879,2,,,3,,440,,450955,5769847,100000,,POINT (450955.4511000002 5769846.677100001)
wes.67880,2,,,2,,470,,454410,5774996,100000,,POINT (454410.28160000034 5774996.1008)
wes.67881,2,,,2,,470,,433014,5809733,100000,,POINT (433014.3057000004 5809733.2061)
wes.67882,2,,,3,,480,,434450,5809022,100000,,POINT (434450.16920000035 5809021.559699999)
wes.67883,2,,,3,,480,,438530,5811175,100000,,POINT (438529.95469999965 5811174.5425)
wes.67884,2,,,2,Angabe zur Funktion fehlt,470,0,439993,5808148,100000,,POINT (439993.38239999954 5808147.670700001)
wes.67885,2,,,2,Angabe zur Funktion fehlt,420,0,442718,5804268,100000,,POINT (442717.75370000023 5804267.9256)
wes.67886,2,,,3,,420,,443646,5805370,100000,,POINT (443645.53529999964 5805369.627)
wes.67887,2,,,3,,480,,442015,5808142,100000,,POINT (442014.57019999996 5808141.9)
wes.67888,2,,,3,,410,0,442963,5811428,100000,,POINT (442962.9653000003 5811428.283399999)
wes.67889,2,,,0,,410,,446770,5813001,100000,,POINT (446770.25989999995 5813001.0012)
wes.67890,2,,,3,Angabe zur Funktion fehlt,410,0,448055,5813920,100000,,POINT (448054.85259999987 5813920.088300001)
wes.67891,1,,,0,,430,,456892,5755718,100000,,POINT (456891.9053999996 5755718.3223)
wes.67892,1,,,1,,430,,456886,5757815,100000,,POINT (456885.89740000013 5757815.081499999)
wes.67893,2,,,3,ca.10000 m³,470,,442805,5790322,100000,,POINT (442804.59140000027 5790321.913699999)
wes.67894,2,,,3,ca. 240 m³,470,,441774,5787494,100000,,POINT (441773.85450000037 5787494.1906)
wes.67895,2,,,0,,440,,439946,5785544,100000,,POINT (439945.7637 5785543.8038)
wes.67896,2,,,3,ca. 240 m³,470,,439805,5785282,100000,,POINT (439804.9983999999 5785282.295700001)
wes.67897,2,,,3,ca. 240 m³,470,,443136,5782488,100000,,POINT (443135.9899000004 5782488.4713)
wes.67898,1,,,1,geplanter Tiefbrunnen im Privatwaldbesitz,430,0,401340,5860706,100000,,POINT (401339.78550000023 5860705.861)
wes.67899,2,,,3,ca. 240 m³,470,,442118,5781200,100000,,POINT (442117.8224999998 5781199.5934)
wes.67900,2,,,3,,470,,439754,5783594,100000,,POINT (439753.94990000036 5783594.0572)
wes.67901,2,,,3,ca. 240 m³,470,,436924,5781205,100000,,POINT (436923.9768000003 5781205.2925)
wes.67902,2,,,3,,470,,443370,5786861,100000,,POINT (443370.09800000023 5786861.4690000005)
wes.67903,2,,,3,,470,,443680,5786526,100000,,POINT (443679.92140000034 5786526.0835)
wes.67904,1,,,0,,410,,452549,5791998,100000,,POINT (452549.3679999998 5791997.631100001)
wes.67905,2,,,3,Zeuster See,410,,449774,5776113,100000,,POINT (449774.18840000033 5776113.263800001)
wes.67906,2,,,3,,440,,449972,5784096,100000,,POINT (449971.90890000015 5784096.3123)
wes.67907,1,,,0,,410,,452683,5793252,100000,,POINT (452683.1331000002 5793252.131100001)
wes.67908,2,,,3,mit E-Pumpe,430,96,374544,5761902,100000,,POINT (374543.8962000003 5761902.4868)
wes.67909,2,,,3,gebaut ohne FM,430,96,375234,5762065,100000,,POINT (375233.99120000005 5762065.1624)
wes.67910,2,,,2,,450,,442890,5799391,100000,,POINT (442889.8295999998 5799391.3686999995)
wes.67911,2,,,1,,450,,442164,5800186,100000,,POINT (442164.27080000006 5800186.0283)
wes.67912,2,,,3,,450,,443100,5801686,100000,,POINT (443100.01130000036 5801686.0923)
wes.67913,2,,,3,,450,,442432,5801807,100000,,POINT (442432.0365000004 5801807.0188)
wes.67914,2,,,2,,440,,447807,5793470,100000,,POINT (447807.37569999974 5793470.462300001)
wes.67915,2,,,2,,420,0,459605,5775093,100000,,POINT (459605.3331000004 5775093.1346)
wes.67916,2,,,3,,430,,439969,5780032,100000,,POINT (439968.6639999999 5780031.6702)
wes.67917,2,,,3,,420,0,460973,5783863,100000,,POINT (460973.2729000002 5783862.579)
wes.67918,2,,,3,"FLT, WBS-Konzept, funktionsfähig",470,400,362361,5771099,100000,,POINT (362361.3093999997 5771099.218900001)
wes.67919,2,,,3,,410,0,461160,5781685,100000,,POINT (461159.8903000001 5781684.931399999)
wes.67920,2,,,3,"WBS-Konzept, Zisterne am Wasserwerk",480,230,360308,5767555,100000,,POINT (360307.9071000004 5767554.8016)
wes.67921,2,,,3,"WBS-Konzept, Zisterne mit Ueberlauf in Loeschwasserteich",480,230,361120,5766257,100000,,POINT (361119.51389999967 5766257.010299999)
wes.67922,1,,,1,"WBS-Konzept, Neuanlage Brunnen am Teichberg",430,0,364812,5763733,100000,,POINT (364812.1775000002 5763732.925100001)
wes.67923,2,,,3,,450,1200,457950,5711471,100000,,POINT (457949.7196000004 5711470.7369)
wes.67924,2,,,3,,450,1200,458425,5710526,100000,,POINT (458424.78479999956 5710525.6993)
wes.67925,2,,,3,,470,,459195,5710413,100000,,POINT (459194.8674999997 5710413.135)
wes.67926,2,,,3,T800,430,,419008,5720021,100000,,POINT (419008.40550000034 5720020.5974)
wes.67927,2,,,3,neu errichtet,430,,426504,5771648,100000,,POINT (426503.6657999996 5771647.659700001)
wes.67928,1,,,0,,430,,318800,5891089,100000,,POINT (318799.72979999986 5891089.121099999)
wes.67929,1,,,0,,430,,319302,5887764,100000,,POINT (319302.10819999967 5887763.628799999)
wes.67930,1,,,0,,430,,316160,5884699,100000,,POINT (316160.1769000003 5884698.861)
wes.67931,1,,,0,,430,,316191,5887765,100000,,POINT (316191.07320000045 5887764.600500001)
wes.67932,2,,,0,,420,,435267,5812825,100000,,POINT (435267.1553999996 5812825.490499999)
wes.67933,2,,,3,,410,0,461714,5779345,100000,,POINT (461713.56230000034 5779345.466700001)
wes.67934,2,,,1,,410,0,462867,5778436,100000,,POINT (462867.12349999975 5778435.966600001)
wes.67935,1,,,1,,400,,447411,5795208,100000,,POINT (447411.1599000003 5795207.9943)
wes.67936,1,,,1,,400,,448383,5795838,100000,,POINT (448382.7823999999 5795838.351299999)
wes.67937,2,,,2,"Fischteich, nicht immer wasserführend",420,0,465120,5777646,100000,,POINT (465120.3909999998 5777646.072000001)
wes.67938,2,,,3,"Objekt ""Massow""-Asylbewerberheim
Gem. Freidorf",450,,407050,5769110,100000,,POINT (407050.13460000046 5769110.1447)
wes.67939,1,,,1,,430,,389237,5788444,100000,,POINT (389236.8757999996 5788443.9756000005)
wes.67940,2,,,3,,440,,387550,5787718,100000,,POINT (387550.4844000004 5787718.0832)
wes.67941,2,,,3,,430,,386871,5789874,100000,,POINT (386870.6826999998 5789873.6526999995)
wes.67942,2,,,2,,420,,464191,5773077,100000,,POINT (464191.1238000002 5773077.490599999)
wes.67943,2,,,3,H 100 an Kreuzung.,450,,386725,5789875,100000,,POINT (386724.91500000004 5789875.220000001)
wes.67944,2,,,1,,410,0,462100,5781509,100000,,POINT (462099.62229999993 5781509.1697)
wes.67945,2,,,3,Sportplatz in Glienick in Waldnähe.,430,,389465,5790727,100000,,POINT (389464.7073999997 5790727.419299999)
wes.67946,2,,,3,Brunnen in waldnähe an Kita in Glienick.,430,,389419,5790880,100000,,POINT (389418.5215999996 5790880.421499999)
wes.67947,1,,,1,Erschließung großes Waldgebiet.,430,,389527,5791442,100000,,POINT (389527.2655999996 5791441.736199999)
wes.67948,1,,,1,Erschließung Waldgebiet am Kumberg.,430,,390968,5790707,100000,,POINT (390968.4073000001 5790707.4186)
wes.67949,1,,,0,,400,,452173,5793281,100000,,POINT (452173.3794999998 5793281.053300001)
wes.67950,1,,,1,,430,,400795,5787131,100000,,POINT (400795.1715000002 5787131.159700001)
wes.67951,1,,,1,,414,,361791,5866021,100000,,POINT (361791.06269999966 5866021.2728)
wes.67952,2,,,2,,430,,361953,5864622,100000,,POINT (361953.00650000013 5864622.2116)
wes.67953,1,,,1,,400,,449476,5750534,100000,,POINT (449476.30229999963 5750533.963400001)
wes.67954,1,,,0,,430,,308937,5874430,100000,,POINT (308936.7934999997 5874430.012)
wes.67955,2,,,3,,410,0,444466,5799212,100000,,POINT (444465.80879999977 5799212.0813)
wes.67956,2,,,3,,410,,448096,5795338,100000,,POINT (448096.0610999996 5795337.739399999)
wes.67957,2,,,0,,440,0,446377,5793031,100000,,POINT (446377.16899999976 5793031.275599999)
wes.67958,2,,,1,Folie defekt,470,,480882,5721876,100000,,POINT (480881.68340000045 5721876.0929000005)
wes.67959,2,,,3,,410,0,411752,5859112,100000,,POINT (411752.3256000001 5859111.9616)
wes.67960,2,,,3,funktionsfähig,470,265,373519,5765114,100000,,POINT (373519.2814999996 5765113.8301)
wes.67961,1,,,1,neu geplant in Absprache mit Stadtbrandmeister,430,0,373379,5762987,100000,,POINT (373379.0184000004 5762986.8082)
wes.67962,1,,,2,mit Zustimmung der Feuerwehr ,400,,364765,5891454,100000,,POINT (364764.5270999996 5891454.248199999)
wes.67963,1,,,1,neu geplant in Abstimmung mit Stadtbrandmeister Jüterbog,430,0,375625,5766817,100000,,POINT (375625.3354000002 5766816.659600001)
wes.67964,1,,,0,,400,,321654,5836431,100000,,POINT (321654.1623999998 5836430.5919)
wes.67965,3,,2021,3,Flachspiegelbrunnen neu gebaut 2021,440,,417053,5775416,100000,,POINT (417053.00100000016 5775416.390699999)
wes.67966,1,,,1,,400,,451362,5738749,100000,,POINT (451362.4358000001 5738748.805299999)
wes.67967,2,,,3,Kanal,410,0,317331,5808186,100000,,POINT (317331.3161000004 5808186.2644)
wes.67968,2,,,3,,440,0,317238,5807665,100000,,POINT (317238.4511000002 5807665.455399999)
wes.67969,1,,,0,,430,,331689,5887018,100000,,POINT (331689.4494000003 5887018.062999999)
wes.67970,1,,,0,,430,,334433,5886211,100000,,POINT (334433.409 5886211.016000001)
wes.67971,2,,,3,Kanal,410,0,322193,5807951,100000,,POINT (322193.2888000002 5807950.5112)
wes.67972,1,,,0,,430,,333714,5883319,100000,,POINT (333713.98429999966 5883319.4822)
wes.67973,2,,,3,Hydrant H 100.,450,,384874,5788000,100000,,POINT (384874.47759999987 5787999.816)
wes.67974,2,,,3,Löschbrunnen am Dorfausgang in Richtung Wald.,440,,384942,5788425,100000,,POINT (384941.6299999999 5788425.010199999)
wes.67975,2,,,3,Löschwasserbrunnen 800 S.,440,,389477,5789728,100000,,POINT (389477.3457000004 5789728.0326000005)
wes.67976,1,,,0,"Antragstellung 2020
",430,,316510,5803913,100000,,POINT (316509.96669999976 5803912.735200001)
wes.67977,2,,,3,Löschwasserbrunnen 800 S.,440,,392134,5789578,100000,,POINT (392134.03220000025 5789578.4103999995)
wes.67978,2,,,3,Löschwasserbrunnen.,440,,392419,5789630,100000,,POINT (392418.9890999999 5789630.0042)
wes.67979,2,,,3,"Hydrant H 150, Regnr.: 71",450,,392217,5790680,100000,,POINT (392216.84700000007 5790680.4022)
wes.67980,2,,,3,Löschwasserbrunnen.,440,,392731,5789200,100000,,POINT (392730.6688000001 5789200.1877999995)
wes.67981,2,,,3,Löschwasser-Teich,470,0,453860,5775813,100000,,POINT (453860 5775813)
wes.67982,2,,,3,,430,,452625,5771601,100000,,POINT (452625 5771601)
wes.67983,2,,,3,"Brunnen,",440,,451024,5769710,100000,,POINT (451024 5769710)
wes.67984,2,,,3,offenes Gewässer,410,0,446237,5767372,100000,,POINT (446236.54760000017 5767372.4693)
wes.67985,2,,,3,"Brunnen,",440,0,449925,5766200,100000,,POINT (449924.9104000004 5766199.577299999)
wes.67986,1,,,0,,400,,448168,5787332,100000,,POINT (448168.27240000013 5787332.008099999)
wes.67987,1,,,0,,400,,430388,5788980,100000,,POINT (430387.5784 5788979.5594999995)
wes.67988,2,,,2,,450,,450542,5800127,100000,,POINT (450541.51740000024 5800127.1744)
wes.67989,2,,,2,,450,,451418,5800418,100000,,POINT (451417.7357999999 5800417.5988)
wes.67990,2,,,1,,450,,450730,5800564,100000,,POINT (450730.2516999999 5800564.336999999)
wes.67991,2,,,3,,450,,451075,5798674,100000,,POINT (451074.98539999966 5798674.219799999)
wes.67992,1,,,0,,400,,365700,5777685,100000,,POINT (365700.33440000005 5777685.193700001)
wes.67993,2,,,2,,450,,449454,5799054,100000,,POINT (449454.03670000006 5799054.058499999)
wes.67994,2,,,3,,450,,449999,5799170,100000,,POINT (449999.05399999954 5799170.4288)
wes.67995,1,,,0,,400,,363217,5779506,100000,,POINT (363217.43620000035 5779505.683499999)
wes.67996,1,,,1,,400,,446015,5795203,100000,,POINT (446015.45610000007 5795202.9758)
wes.67997,1,,,1,,400,,444834,5796563,100000,,POINT (444834.37519999966 5796562.7546)
wes.67998,1,,,1,,400,,443879,5797347,100000,,POINT (443879.4587000003 5797347.3497)
wes.67999,1,,,1,,400,,443247,5798155,100000,,POINT (443247.2929999996 5798154.7147)
wes.68000,1,,,1,,400,,443025,5795436,100000,,POINT (443024.80989999976 5795436.001599999)
wes.68001,1,,,1,,400,,439906,5794341,100000,,POINT (439906.4678999996 5794340.6961)
wes.68002,1,,,0,,400,,325579,5831758,100000,,POINT (325578.86840000004 5831758.225299999)
wes.68003,1,,,0,,400,,367469,5778299,100000,,POINT (367469.4809999997 5778299.181)
wes.68004,1,,,1,,430,,474827,5722982,100000,,POINT (474826.98220000044 5722981.634099999)
wes.68005,1,,,1,"Betriebsfeuerwehr Wonneberger, zum befüllen der Tanklöschfahrzeuge zur Waldbrandbekämpfung",430,,472307,5721071,100000,,POINT (472307.0767000001 5721070.5308)
wes.68006,1,,,1,,440,,473740,5720309,100000,,POINT (473739.86340000015 5720308.5864)
wes.68007,1,,,2,,440,,291573,5873849,100000,,POINT (291572.97009999957 5873849.1108)
wes.68008,1,,,1,"ehemalige Grenze TÜP, erforderlich in Abstimmung mit Stadtbrandmeister Jüterbog",430,0,376068,5762619,100000,,POINT (376068.12009999994 5762619.277799999)
wes.68009,2,,,2,,460,,374551,5800242,100000,,POINT (374550.6730000004 5800241.8203)
wes.68010,1,,,0,,400,,313726,5881128,100000,,POINT (313726.3228000002 5881127.8879)
wes.68011,2,,,3,,470,,310742,5883405,100000,,POINT (310742.1852000002 5883404.771)
wes.68012,2,,,3,,450,,309903,5885641,100000,,POINT (309903.4494000003 5885640.500399999)
wes.68013,2,,,3,,470,,434784,5756061,100000,,POINT (434784.18400000036 5756061.1325)
wes.68014,1,,,1,Neuanlage abgestimmt mit Brandschutzbeauftragten des Amtes Dahme,430,0,397138,5742344,100000,,POINT (397137.6649000002 5742343.8629)
wes.68015,2,,,3,"Entschlammung, Pflege Außenlagen, Beschilderung erforderlich in Abstimmung mit Amt Dahme",470,200,396961,5740247,100000,,POINT (396961.1629999997 5740246.8661)
wes.68016,2,,,2,"Entschlammung, Pflege Außenlagen, Beschilderung erforderlich in Abstimmung mit Amt Dahme",470,180,397421,5743305,100000,,POINT (397421.4336000001 5743304.98)
wes.68017,2,,,2,"Entschlammung, Pflege Außenlagen, Beschilderung erforderlich in Abstimmung mit Amt Dahme",470,180,396200,5744031,100000,,POINT (396199.8976999996 5744031.298699999)
wes.68018,1,,,1,,400,,460891,5761577,100000,,POINT (460891.4143000003 5761577.1643)
wes.68019,1,,,1,in Abstimmung mit Branschutzbveauftragten Amt Dahme,430,0,400812,5740941,100000,,POINT (400811.7785 5740941.384099999)
wes.68020,1,,,1,,400,,466215,5761094,100000,,POINT (466214.6235999996 5761094.080800001)
wes.68021,1,,,1,,400,,463262,5758155,100000,,POINT (463262.44240000006 5758154.5844)
wes.68022,1,,,1,,400,,464023,5755007,100000,,POINT (464022.72020000033 5755006.8924)
wes.68023,2,,,3,,410,0,450716,5794337,100000,,POINT (450716.4241000004 5794336.713300001)
wes.68024,1,,,1,,400,,461095,5751653,100000,,POINT (461095.29559999984 5751653.1438)
wes.68025,1,,,1,,400,,464847,5752186,100000,,POINT (464846.9466000004 5752186.048699999)
wes.68026,2,,,3,,440,,322231,5814416,100000,,POINT (322230.6161000002 5814416.329299999)
wes.68027,1,,,1,abgestimmt mit Brandschutzbeauftragten Amt Dahme,430,0,391462,5743535,100000,,POINT (391462.1122000003 5743535.4098000005)
wes.68028,2,,,2,,440,0,445188,5800938,100000,,POINT (445188.17140000034 5800938.2415)
wes.68029,2,,,1,,440,0,444153,5799694,100000,,POINT (444152.9753999999 5799693.5075)
wes.68030,1,,,1,abgestimmt mit Brandschutzbeauftragten Amt Dahme,430,0,385973,5746668,100000,,POINT (385973.2089999998 5746668.454500001)
wes.68031,2,,,3,,410,0,447657,5793854,100000,,POINT (447656.8650000002 5793854.265799999)
wes.68032,1,,,1,abgestimmt mit Brandschutzbeauftragten Amt Dahme,430,0,379469,5748393,100000,,POINT (379468.50189999957 5748393.010299999)
wes.68033,1,,,1,abgestimmt mit Brandschutzbeauftragten Amt Dahme,430,0,382588,5748290,100000,,POINT (382588.2270999998 5748289.5940000005)
wes.68034,2,,,3,Flugplatz Reinsdorf,470,750,376194,5751206,100000,,POINT (376194.00150000025 5751205.8267)
wes.68035,2,,,3,,410,,449731,5788624,100000,,POINT (449730.75260000024 5788624.2771000005)
wes.68036,2,,,3,,410,,450482,5787309,100000,,POINT (450481.8036000002 5787308.6064)
wes.68037,2,,,3,,410,0,450228,5806022,100000,,POINT (450227.8164999997 5806021.7904)
wes.68038,1,,,1,abgestimmt mit Brandschutzbeauftragten Amt Dahme,430,0,380906,5759650,100000,,POINT (380906.0088999998 5759649.933800001)
wes.68039,1,,,1,abgestimmt mit Brandschutzbeauftragten Amt Dahme,430,0,383071,5757684,100000,,POINT (383071.21549999993 5757684.108200001)
wes.68040,1,,,1,abgestimmt mit Brandschutzbeauftragten Amt Dahme,430,0,385368,5758858,100000,,POINT (385368.16970000044 5758858.301100001)
wes.68041,1,,,1,abgestimmt mit Brandschutzbeauftragten Amt Dahme,430,0,381158,5755041,100000,,POINT (381158.3531999998 5755041.4015999995)
wes.68042,1,,,1,abgestimmt mit Brandschutzbeauftragten Amt Dahme,430,0,389857,5754319,100000,,POINT (389857.1875 5754318.901699999)
wes.68043,1,,,1,abgestimmt mit Brandschutzbeauftragten Amt Dahme,430,0,386090,5752392,100000,,POINT (386090.03160000034 5752392.3675)
wes.68044,1,,,1,abgestimmt mit Brandschutzbeauftragten Amt Dahme,430,0,387721,5751055,100000,,POINT (387721.4556999998 5751055.372400001)
wes.68045,1,,,1,abgestimmt mit Brandschutzbeauftragten Amt Dahme,430,0,389934,5751558,100000,,POINT (389933.7960000001 5751557.6086)
wes.68046,1,,,1,abgestimmt mit Brandschutzbeauftragten Amt Dahme,430,0,395430,5753091,100000,,POINT (395429.7226999998 5753091.15)
